r cabinet lighting																											
Penguin ELT					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
PGR3	Penguin	Count of Monte Cristo, The	Dumas, Alexandre	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,014 		A	64	Y	5		Classic	teen, adult	9781405881807	9781405878944				2008	2008	Y	
PGR3	Penguin	Cranford	Gaskell	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,300 		E		Y	5		-	teen, adult	9780582416871	-				2008	2008	N	
PGR3	Penguin	Dangerous Game	Harris, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	17,761 		A	80	Y	5		Original	teen, adult	9781405881814	9781405878951				2008	2008	Y	
PGR3	Penguin	Darling Buds of May, The	Bates, H E	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	12,357 		A	64	Y	5		Contemporary	teen, adult	9781405867696	9781405885461				2008	2008	Y	
PGR3	Penguin	David Copperfield	Dickens, Charles	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.6-3.8	12,213 		A	112	Y	5		Classic	teen, adult	9781405862400	9781405878968				2008	2008	Y	
PGR3	Penguin	Dr Jekyll and Mr Hyde	Stevenson, Robert Louis	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,232 		A	64	Y	5		Classic	teen, adult	9781405855457	9781405878975				2008	2008	Y	
PGR3	Penguin	Dracula	Stoker, Bram	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,755 		A	72	Y	5		Classic	teen, adult	9781405855440	9781405878982				2008	2008	Y	
PGR3	Penguin	Earthdark	Hughes, Monica	Penguin Readers	3	1,200 	Intermediate (M)	A2		9,200 		E	48	Y	5		Contemporary	teen, adult	9780140814521	-				1995	1995	N	
PGR3	Penguin	Emil and the Detectives RLA	Kastner, Erich	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,158 		A	72	Y	5		Classic	teen, adult	9781405862318	9781405878999				2008	2008	Y	
PGR3	Penguin	Eraser	Tine, Robert	Penguin Readers	3	1,200 	Intermediate (M)	A2		8,820 		E	48	Y	5		Contemporary	teen, adult	9780140816495	-				1997	1997	N	
PGR3	Penguin	Fall of the House of Usher and Other Stories, The	Poe, Edgar A	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	11,432 		A	72	Y	5		Classic	teen, adult	9781405862356	9781405879002				2008	2008	Y	
PGR3	Penguin	Five One-Act Plays	Byrne, Donn	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,598 		A	56	Y	5		Original	teen, adult	9781405881821	9781405879019				2008	2008	Y	
PGR3	Penguin	Food for Thought	Francis, Pauline	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,795 		A	48	Y	5		Original	teen, adult	9781405881838	9781405879026				2008	2008	Y	
PGR3	Penguin	Forrest Gump	Groom, Winston	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	9,119 		A	56	Y	5		Contemporary	teen, adult	9781405876759	9781405879033				2008	2008	Y	
PGR3	Penguin	Frankenstein	Shelley	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,000 		E		Y	5		-	teen, adult	9780582426986	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Fugitive, The	Dillard, J M	Penguin Readers	3	1200	Intermediate (M)	A2	3.2-3.4	7,212 		A	56	Y	5		Contemporary	teen, adult	9781405876919	9781405879040				2008	2008	Y	
PGR3	Penguin	Get Shorty	Leonard	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	10,000 		E		N	5		-	teen, adult	9780582417922	-				2008	2008	N	
PGR3	Penguin	Ghost in the Guitar	Shipton, Paul	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	9,935 		A	48	Y	5		Original	teen, adult	9781405881845	9781405879057				2008	2008	Y	
PGR3	Penguin	Ghosts of Izieu, The	James Watson	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,300 		E		Y	5		-	teen, adult	9780582426542	-				2008	2008	N	
PGR3	Penguin	Goggle-Eyes	Fine	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,300 		E		Y	5		-	teen, adult	9780582417823	-				2008	2008	N	
PGR3	Penguin	Great Discovery, The	Loader	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,200 		E		Y	5		-	teen, adult	9780582427303	-				2008	2008	N	
PGR3	Penguin	Great Football Stories	Williams	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,000 		E		Y	5		-	teen, adult	9780582416703	-				2008	2008	N	
PGR3	Penguin	Grey Owl	Shipton, Vicky	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	6,909 		A	56	Y	5		Original	teen, adult	9781405881852	9781405879064				2008	2008	Y	
PGR3	Penguin	Hamlet	Shakespeare, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	11,552 		A	64	Y	5		Classic	teen, adult	9781405881869	9781405879071				2008	2008	Y	
PGR3	Penguin	Happy Christmas!	John Escott	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	5,300 		E		Y	5		-	teen, adult	9780582342378	-				2008	2008	N	
PGR3	Penguin	History of Britain, A	Beddall, Fiona	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,500 		A	48	Y	5		Original	teen, adult	9781405881876	9781405879088				2008	2008	Y	
PGR3	Penguin	Horse Whisperer, The		Penguin Readers	3	1,200 	Intermediate (M)	A2	3.6-3.8	20,000 		E		Y	5		-	teen, adult	9780582416376	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	How to be an Alien	Mikes, George	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,845 		A	56	Y	5		Contemporary	teen, adult	9781405881883	9781405879095				2008	2008	Y	
PGR3	Penguin	Hunchback of Notre-Dame, The	Hugo, Victor	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,710 		A	72	Y	5		Classic	teen, adult	9781405855501	9781405879101				2008	2008	Y	
PGR3	Penguin	Ideal Husband, An	Wilde, Oscar	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,844 		A	72	Y	5		Classic	teen, adult	9781405862363	9781405878869				2008	2008	Y	
PGR3	Penguin	Incredible Journey, The	Burnford	Penguin Readers	3	1200	Intermediate (M)	A2	3.4-3.6	14,600 		E		N	5		-	teen, adult	9780582829862	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Interpreter, The	Randolph, Charles	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	13,747 		A	64	Y	5		Contemporary	teen, adult	9781405881890	9781405879118				2008	2008	Y	
PGR3	Penguin	Island of Dr Moreau, The	Wells, H. G.	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,226 		A	64	Y	5		Classic	teen, adult	9781405881906	9781405879125				2008	2008	Y	
PGR3	Penguin	Island of the Blue Dolphins	Scott O'dell	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	17,000 		E		Y	5		-	teen, adult	9780582416383	-				2008	2008	N	
PGR3	Penguin	Jane Eyre	Bronte, Charlotte	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,327 		A	56	Y	5		Classic	teen, adult	9781405876636	9781405879132				2008	2008	Y	
PGR3	Penguin	Jim Smiley and His Jumping Frog and Other Stories	Twain, Mark	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	11,365 		A	72	Y	5		Classic	teen, adult	9781405862394	9781405879149				2008	2008	Y	
PGR3	Penguin	K's First Case	Alexander, L.G.	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,824 		A	72	Y	5		Original	teen, adult	9781405881913	9781405879156				2008	2008	Y	
PGR3	Penguin	King Lear	Shakespeare, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	14,605 		A	64	Y	5		Classic	teen, adult	9781405892087	9781408208885				2010	2010	Y	
PGR3	Penguin	Last King of Scotland, The	Giles Foden	Penguin Readers	3	1,200 	Intermediate (M)	A2		13,663 		A	56	Y	5		Contemporary	teen, adult	9781408263792	9781408263921				2012	2012	Y	
PGR3	Penguin	Leaving Microsoft to Change the World	Wood, John	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	14,017 		A	58	Y	5		Contemporary	teen, adult	9781408231715	9781408261286				2011	2011	Y	
PGR3	Penguin	Madame Doubtfire	Fine, Anne	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	6,917 		A	56	Y	5		Contemporary	teen, adult	9781405881920	No Audio CD				2008	2008	Y	
PGR3	Penguin	Man with Two Shadows and Other Ghost Stories, The	Hood, Thomas	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,762 		A	56	Y	5		Classic	teen, adult	9781405881937	9781405879170				2008	2008	Y	
PGR3	Penguin	Manchester United	Brophy	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,300 		E		Y	5		-	teen, adult	9780582435643	-				2008	2008	N	
PGR3	Penguin	Martin Luther King	Degnan-Veness, Coleen	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9272		A	56	Y	5		Original	teen, adult	9781405881944	9781405879187				2008	2008	Y	
PGR3	Penguin	Matilda	Dahl, Roald	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,070 		A	56	Y	5		Contemporary	teen, adult	9781405876766	9781405879194				2008	2008	Y	
PGR3	Penguin	Midsummer Night's Dream, A	Shakespeare, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,290 		A	64	Y	5		Classic	teen, adult	9781405862387	9781405879200				2008	2008	Y	
PGR3	Penguin	Millenium-The Year 2000	Cherry Gilchrist	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	6,600 		E		Y	5		-	teen, adult	9780582432888	-				2008	2008	N	
PGR3	Penguin	My Fair Lady	Lerner, Alan J.	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,116 		A	56	Y	5		Contemporary	teen, adult	9781405881951	9781405879217				2008	2008	Y	
PGR3	Penguin	My Family and Other Animals	Durrell, Gerald	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	6,679 		A	56	Y	5		Contemporary	teen, adult	9781405881968	9781405879224				2008	2008	N	
PGR3	Penguin	Mysteries of the Unexplained		Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,900 		E		N	5		-	teen, adult	9780582779747	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Mystery of the Blue Mines	Anderson,K.	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,000 		E		Y	5		-	teen, adult	9780582427235	-				2008	2008	N	
PGR3	Penguin	New York	Shipton, Vicky	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,469 		A	56	Y	5		Original	teen, adult	9781405881975	9781405879231				2008	2008	Y	
PGR3	Penguin	No.1 Ladies' Detective Agency, The	McCall Smith, Alexander	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	15,600 		E	64	Y	5		-	teen, adult	9781405881982	-				2008	2008	N	LLLA Finalist 2007
PGR3	Penguin	Notting Hill	Curtis, Richard	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,451 		A	64	Y	5		Contemporary	teen, adult	9781405881999	9781405879255				2008	2008	Y	
PGR3	Penguin	Noughts and Crosses	Blackman, Malorie	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	14,101 		A	58	Y	5		Contemporary	teen, adult	9781408231623	9781408261293				2011	2011	Y	LLLA Finalist 2012
PGR3	Penguin	NYPD Blue: Blue Beginning	Collins	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,100 		E		N	5		-	teen, adult	9780582416840	-				2008	2008	N	
PGR3	Penguin	Oscars, The	Shipton	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,500 		E		Y	5		-	teen, adult	9780582453340	-				2008	2008	N	
PGR3	Penguin	Othello	Shakespeare, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	11,678 		A	64	Y	5		Classic	teen, adult	9781405867719	9781405885478				2008	2008	Y	
PGR3	Penguin	Pearl, The	Steinback	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	14,300 		E		Y	5		-	teen, adult	9780582434684	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Photo of the Tall Man	Rabley	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	10,000 		E		Y	5		-	teen, adult	9780582427389	-				2008	2008	N	
PGR3	Penguin	Pirates of the Caribbean - Dead Man's Chest		Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	11,736 		A	64	Y	5		Contemporary	teen, adult	9781405867733	9781405885485				2008	2008	Y	
PGR3	Penguin	Pirates of the Caribbean - World's End		Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	13,144 		A	64	Y	5		Contemporary	teen, adult	9781405892056	9781408208892				2009	2009	Y	
PGR3	Penguin	Portrait of a Lady, The	James	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,200 		E		Y	5		-	teen, adult	9780582417830	-				2008	2008	N	
PGR3	Penguin	Prince of Egypt, The - Brothers in Egypt	Adler, David A	Penguin Readers	3	1200	Intermediate (M)	A2	3.2-3.4	7,374 		A	64	Y	5		Contemporary	teen, adult	9781405882002	9781405879262				2008	2008	N	
PGR3	Penguin	Princess Diana	Gilchrist, Cherry	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,961 		A	56	Y	5		Original	teen, adult	9781405882019	9781405879279				2008	2008	Y	
PGR3	Penguin	Psycho	Bloch, Robert	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,718 		A	56	Y	5		Contemporary	teen, adult	9781405876896	9781405879286				2008	2008	Y	
PGR3	Penguin	Rain Man	Fleischer, Leonore	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,600 		A	56	Y	5		Contemporary	teen, adult	9781405876773	9781405879293				2008	2008	N	
PGR3	Penguin	Red Badge of Courage, The	Stephen Crane	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6			E		Y	5		-	teen, adult	9780582342651	-				2008	2008	N	
PGR3	Penguin	Return of Sherlock Holmes, The	Conan Doyle, Arthur C	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,921 		A	72	Y	5		Classic	teen, adult	9781405855471	9781405879309				2008	2008	Y	
PGR3	Penguin	Ring of Bright Water, The	Maxwell	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,100 		E		Y	5		-	teen, adult	9780582416888	-				2008	2008	N	
PGR3	Penguin	Ring, The	Smith, Bernard	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	14,754 		A	64	Y	5		Original	teen, adult	9781405882026	9781405879316				2008	2008	Y	
PGR3	Penguin	Road Ahead, The	Gates, Bill	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,761 		A	56	Y	5		Contemporary	teen, adult	9781405876902	9781405879323				2008	2008	Y	
PGR3	Penguin	Rogue Trader	Nick Leeson	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,000 		E		Y	5		-	teen, adult	9780582430501	-				2008	2008	N	
PGR3	Penguin	Romeo and Juliet	Shakespeare, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,684 		A	72	Y	5		Classic	teen, adult	9781405855464	9781405879330				2008	2008	Y	
PGR3	Penguin	Rosa Raye, Crime Reporter	Kerman	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,100 		E		Y	5		-	teen, adult	9780582427365	-				2008	2008	N	
PGR3	Penguin	Royal Family, The	Gilchrist	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,300 		E		Y	5		-	teen, adult	9780582364318	-				2008	2008	N	
PGR3	Penguin	Scandal in Bohemia, A	Conan Doyle, Arthur C	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.6-3.8	20,654 		A	104	Y	5		Classic	teen, adult	9781405862332	9781405879347				2008	2008	Y	
PGR3	Penguin	Secret Agent, The	Conrad	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,700 		E		Y	5		-	teen, adult	9780582417694	-				2008	2008	N	
PGR3	Penguin	Sense and Sensibility	Austen, Jane	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,924 		A	56	Y	5		Classic	teen, adult	9781405882033	9781405879354				2008	2008	Y	
PGR3	Penguin	Sherlock Holmes and the Mystery of Boscombe Pool	Conan Doyle, Arthur C	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,714 		A	56	Y	5		Classic	teen, adult	9781405876889	9781405879361				2008	2008	Y	
PGR3	Penguin	Silas Marner	Eliot	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	17,000 		E		Y	5		-	teen, adult	9780582416406	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Six Ghost Stories	Burton	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,500 		E		Y	5		-	teen, adult	9780582427334	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Snow Goose and Other Stories, The	Gallico	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	12,000 		E		Y	5		-	teen, adult	9780582426955	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	St Agnes' Stand	Eidson	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,400 		E		Y	5		-	teen, adult	9780582416901	-				2008	2008	N	
PGR3	Penguin	StarGate		Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,300 		A	56	Y	5		Contemporary	teen, adult	9781405882040	9781405879378				2008	2008	N	
PGR3	Penguin	Stories from Shakespeare	Shakespeare, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,148 		A	72	Y	5		Classic	teen, adult	9781405855495	9781405879385				2008	2008	Y	
PGR3	Penguin	Stories of Courage	Swain	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	10,300 		E		N	5		-	teen, adult	9780582829848	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Stories of Survival	Beddall. Fiona	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,778 		A	42	Y	5		Original	teen, adult	9781408221068	9781408232101				2011	2011	Y	
PGR3	Penguin	Striker	Viney	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,700 		E		Y	5		-	teen, adult	9780582505476	-				2008	2008	N	
PGR3	Penguin	Swiss Family Robinson, The	Wyss, Johann	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,480 		A	72	Y	5		Classic	teen, adult	9781405855488	9781405879392				2008	2008	Y	
PGR3	Penguin	Thirty-nine Steps, The	Buchan, John	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	20,752 		A	96	Y	5		Classic	teen, adult	9781405862349	9781405879408				2008	2008	Y	
PGR3	Penguin	Titanic!	Shipton	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	5,100 		E		Y	5		-	teen, adult	9780582438378	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Turn of the Screw, The	James, Henry	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	6,851 		A	56	Y	5		Classic	teen, adult	9781405882057	9781405879415				2008	2008	Y	
PGR3	Penguin	Vanity Fair	Thackeray, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	23,566 		A	72	Y	5		Classic	teen, adult	9781405862370	9781405879422				2008	2008	Y	
PGR3	Penguin	Vanity Fair	Thackeray, William	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	23,566 		A	72	Y	5		Classic	teen, adult	9781405862370	9781405879422				2008	2008	Y	
PGR3	Penguin	White Mountains, The	Christophe	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	18,000 		E		N	5		-	teen, adult	9780582419186	-				2008	2008	N	
PGR3	Penguin	Yearling, The	Kinnan	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.3-3.5	12,500 		E		Y	5		-	teen, adult	9780582344396	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Young King and Other Stories, The	Oscar Wilde	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,000 		E		Y	5		-	teen, adult	9780582426924	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	1984	Orwell, George	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	19465		A	88	Y	7		Classic	teen, adult	9781405862417	9781405879439				2008	2008	Y	
PGR4	Penguin	About a Boy	Hornby	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	21,000 		E		Y	7		-	teen, adult	9780582779624	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Alexander the Great	Beddall, Fiona	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	14,688 		A	72	Y	7		Original	teen, adult	9781405882064	9781405879446				2008	2008	Y	
PGR4	Penguin	As Time Goes By	Walsh	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	16,500 		E		Y	7		-	teen, adult	9780582434035	-				2008	2008	N	
PGR4	Penguin	Bourne Identity, The	Ludlum, Robert	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	23,743 		A	88	Y	7		Contemporary	teen, adult	9781408221082	9781408232118				2010	2010	Y	
PGR4	Penguin	Boys from Brazil, The	Levin	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	12,000 		E		Y	7		-	teen, adult	9780582416994	-				2008	2008	N	
PGR4	Penguin	Breathing Method, The	King, Stephen	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	13,126 		A	72	Y	7		Contemporary	teen, adult	9781405882071	No Audio CD				2008	2008	Y	
PGR4	Penguin	Canterville Ghost and Other Stories, The	Wilde, Oscar	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	21,091 		A	80	Y	7		Classic	teen, adult	9781405865128	9781405879460				2008	2008	Y	
PGR4	Penguin	Checkmate	Malorie Blackman	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	18,245 		A	88	Y	7		Contemporary	teen, adult	9781447930600	9781447961581				2014	2014	Y	LLLA WINNER 2015
PGR4	Penguin	Cinderella Man	Cerasini, Marc	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	15,600 		A	88	Y	7		Contemporary	teen, adult	9781405882088	9781405879477				2008	2008	Y	
PGR4	Penguin	Client, The	Grisham, John	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	12166		A	72	Y	7		Contemporary	teen, adult	9781405882095	9781405879484				2008	2008	Y	
PGR4	Penguin	Crime Story Collection	Sara Paretsky & Others	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	22,000 		E		Y	7		-	teen, adult	9780582419193	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Danger, The		Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	15,000 		E		N	7		-	teen, adult	9780140815085	-				2008	2008	N	
PGR4	Penguin	Day of the Jackal, The	Forsyth, Frederick	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	24,646 		A	120	Y	7		Contemporary	teen, adult	9781405882101	9781405879491				2008	2008	Y	
PGR4	Penguin	Detective Work	Escott, John	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	10,933 		A	72	Y	7		Original	teen, adult	9781405882118	9781405879507				2008	2008	Y	
PGR4	Penguin	Diary of a Young Girl, The	Anne Frank	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	11,000 		E		N	7		-	teen, adult	9781405879514	-				2008	2008	N	
PGR4	Penguin	Doctor Faustus	Marlowe, Christopher	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	11,223 		A	64	S	7		Classic	teen, adult	9781405867757	9781405885492				2008	2008	Y	
PGR4	Penguin	Doll's House and Other Stories, The	Mansfield, Katherine	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	10,600 		A	72	Y	7		Classic	teen, adult	9781405882132	9781405879521				2008	2008	Y	
PGR4	Penguin	Dracula	Stoker, Bram	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	11,500 		E	64	Y	7		Classic	teen, adult	9780140815108	-				1996	1996	N	
PGR4	Penguin	Dr Strangelove	George	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	14,800 		E		Y	7		-	teen, adult	9780582439405	-				2008	2008	N	
PGR4	Penguin	Dream and Other Stories, The	Daphne du Maurier & Others	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	15,000 		E		Y	7		-	teen, adult	9780582419216	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Emma	Austen, Jane	Penguin Readers	4	1700	Upper Int. (E)	B1	4.0-4.5	15,218 		A	80	Y	7		Classic	teen, adult	9781405882149	9781405879538				2008	2008	Y	
PGR4	Penguin	Evening Class	Binchy, Maeve	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	18,626 		A	88	Y	7		Contemporary	teen, adult	9781405882156	9781405879545				2008	2008	Y	
PGR4	Penguin	Falling Leaves	Yen Mah, Adeline	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	21,992 		A	88	Y	7		Contemporary	teen, adult	9781405882163	9781405879552				2008	2008	Y	
PGR4	Penguin	Far from the Madding Crowd	Hardy, Thomas	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	12,221 		A	72	Y	7		Classic	teen, adult	9781405882170	9781405879569				2008	2008	Y	
PGR4	Penguin	Farewell, My Lovely	Chandler	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5	12,000 		E		Y	7		-	teen, adult	9780582417731	-				2008	2008	N	
PGR4	Penguin	Full Monty, The		Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-4.5			E		Y	7		-	teen, adult	9780582419810	-				2008	2008	N	to Penguin Active Readers
PGR4	Penguin	Gladiator	Gram, Dewey	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.5-5.0	21,055 		A	88	Y	7		Contemporary	teen, adult	9781405882187	9781405879576				2008	2008	Y	
PGR4	Penguin	Go-Between, The	Hartley, L.P.	Penguin Readers	4	1,700 	Upper Int. (E)	B1	4.0-5.0	17,893 		A	168	Y	7		Classic	teen, adult	9781405862448	9781405879583				2008	2008	Y	
